40.8727778,-73.9183494,0.1096
40.8697228,-73.9166530999999,0.1024
40.8697228,-73.9166530999999,0.102
40.8692513999999,-73.9173462999999,0.1016
40.86965,-73.9165944,0.1024
40.868944,-73.917131,0.1
40.8662057999999,-73.9277453999999,0.1232
40.8664890999999,-73.9280265,0.118
40.866726,-73.9299559999999,0.1012
40.8661546999999,-73.9276251,0.1032
40.866763,-73.9284936999999,0.1004
40.8665494,-73.9282128,0.104
40.8660817999999,-73.9275464,0.1016
40.8661157999999,-73.9276215,0.1004
40.8670557,-73.9224569,0.2352
40.8668707,-73.9239955,0.1072
40.867396,-73.921301,0.1088
40.8683421,-73.9218655,0.102
40.867325,-73.9212398,0.1072
40.867827,-73.9215158,0.1032
40.8672951,-73.9234577,0.1012
40.8677956999999,-73.9215921,0.1008
40.8674557999999,-73.9214424,0.1004
40.8674557,-73.9213781999999,0.1008
40.8674928,-73.9213718,0.1
40.8671585999999,-73.9234175,0.1
40.8674556,-73.9213781999999,0.1
40.8673144,-73.9171157,0.1096
40.867371,-73.9170465,0.1028
40.8668645,-73.9175599,0.1024
40.8681592,-73.9190507,0.1016
40.8661388999999,-73.9182534999999,0.1024
40.8682021,-73.9188868,0.1004
40.8658944999999,-73.9182412999999,0.1
40.8662057999999,-73.9277453999999,0.1232
40.8650136,-73.9278636,0.1136
40.8644501,-73.9268372,0.1044
40.8657679,-73.9271685,0.1064
40.8659594999999,-73.9273956,0.1096
40.8659107999999,-73.9272494,0.1028
40.8650571999999,-73.9272659,0.11
40.8644495,-73.9289111,0.104
40.8661546999999,-73.9276251,0.1032
40.8647879,-73.9282418,0.1008
40.8648465,-73.9282401,0.1028
40.8657639,-73.9272682,0.1048
40.8658036,-73.9270655,0.1004
40.8658402,-73.9276296,0.1
40.8660817999999,-73.9275464,0.1016
40.8649997,-73.9271536999999,0.1028
40.864795,-73.928324,0.1008
40.8661157999999,-73.9276215,0.1004
40.8642424999999,-73.9267813,0.1012
40.8648648,-73.927083,0.1004
40.8647671,-73.9220496,0.1
40.8650684,-73.921165,0.1008
40.8648384,-73.9221152,0.1004
40.8648406999999,-73.9221306,0.1
40.8643445,-73.9234825,0.1004
